"year","country","Biofuel Production - Daily Average","Biofuel Production - Oil Equivalent","Carbon Dioxide (CO2) Emmissions","Coal Consumption - Oil Equivalent","Coal Production","Coal Production - Oil Equivalent","Electricity Generation","Geothermal and Biomass Power Consumption","Geothermal and Biomass Power Consumption - Oil Equivalent","Geothermal Power Capacity","Hydroelectric Consumption","Hydroelectric Consumption - Oil Equivalent","Natural Gas Consumption","Natural Gas Consumption - Daily Average","Natural Gas Consumption - Oil Equivalent","Natural Gas Production","Natural Gas Production - Daily Average","Natural Gas Production - Oil Equivalent","Nuclear Power Consumption","Nuclear Power Consumption - Oil Equivalent","Oil Consumption","Oil Consumption - Daily Average","Oil Production","Oil Production - Daily Average","Oil Refinery Capacity","Oil Refinery Throughputs","Primary Energy Consumption - Oil Equivalent","Proved Natural Gas Reserves","Proved Oil Reserves","Solar Power Capacity","Solar Power Consumption","Solar Power Consumption - Oil Equivalent","Wind Power Capacity","Wind Power Consumption","Wind Power Consumption - Oil Equivalent"
1979,"Argentina",NA,NA,106.2,1.12,NA,NA,NA,0.09,0.02,NA,10.54,2.38,10.58,1.02,9.52,7.23,0.7,6.51,2.66,0.6,25.88,527.1,24.28,487.28,686,NA,39.52,NA,NA,NA,0,0,NA,0,0
1980,"Argentina",NA,NA,102.3,0.94,NA,NA,NA,0.1,0.02,NA,14.97,3.39,11.53,1.11,10.38,8.4,0.81,7.56,2.31,0.52,24.17,488.34,25.27,505.71,686,NA,39.43,0.64,2.46,NA,0,0,NA,0,0
1981,"Argentina",NA,NA,97.75,0.92,NA,NA,NA,0.08,0.02,NA,14.5,3.28,12.05,1.17,10.85,8.74,0.85,7.86,2.78,0.63,22.36,457.35,25.74,518.93,686,NA,38.06,0.65,2.17,NA,0,0,NA,0,0
1982,"Argentina",NA,NA,98.78,1.02,NA,NA,NA,0.11,0.02,NA,17.5,3.96,13.69,1.32,12.32,9.79,0.95,8.81,1.86,0.42,21.44,439.46,25.57,517.08,686,NA,39.19,0.69,1.95,NA,0,0,NA,0,0
1983,"Argentina",NA,NA,101.07,0.72,NA,NA,NA,0.15,0.03,NA,18.21,4.12,14.72,1.42,13.25,13.14,1.27,11.83,3.37,0.76,21.87,448.41,25.67,520.17,686,NA,40.75,0.68,2.45,NA,0,0,NA,0,0
1984,"Argentina",NA,NA,99.18,0.71,NA,NA,NA,0.1,0.02,NA,19.65,4.45,15.67,1.51,14.1,13.48,1.3,12.13,4.59,1.04,20.61,424.97,25.14,509.01,679,NA,40.93,0.67,2.35,NA,0,0,NA,0,0
1985,"Argentina",NA,NA,94.67,0.88,NA,NA,45.22,0.12,0.03,NA,20.66,4.67,16.01,1.55,14.41,13.89,1.34,12.5,5.77,1.3,18.68,388.08,24.16,490.79,681,NA,39.98,0.68,2.24,NA,0,0,NA,0,0
1986,"Argentina",NA,NA,106.46,0.98,NA,NA,48.99,0.11,0.02,NA,21.03,4.76,17.3,1.67,15.57,15.51,1.5,13.96,5.71,1.29,21.51,447.78,22.87,465.37,683,NA,44.13,0.67,2.23,NA,0,0,NA,0,0
1987,"Argentina",NA,NA,111.17,1.04,NA,NA,52.58,0.11,0.02,NA,21.89,4.95,17.31,1.67,15.58,15.15,1.47,13.63,6.47,1.46,22.96,475.92,22.57,459.4,685,NA,46.02,0.69,2.25,NA,0,0,NA,0,0
1988,"Argentina",NA,NA,117.63,1.1,NA,NA,53.08,0.12,0.03,NA,15.8,3.58,20.22,1.95,18.2,17.96,1.73,16.16,5.8,1.31,22.98,474.64,23.72,481.2,688,NA,47.19,0.77,2.28,NA,0,0,NA,0,0
1989,"Argentina",NA,NA,113.22,1.11,NA,NA,50.87,0.12,0.03,NA,13.33,3.02,21.24,2.06,19.12,18.99,1.84,17.09,5.04,1.14,20.83,434.58,24.23,492.29,687,NA,45.24,0.67,2.17,NA,0,0,NA,0,0
1990,"Argentina",0,0,107.03,0.96,NA,NA,50.94,0.11,0.02,NA,18.17,4.11,20.29,1.96,18.26,17.84,1.73,16.06,7.28,1.65,19.67,412.05,25.44,517.41,681,NA,44.67,0.66,1.57,NA,0,0,NA,0,0
1991,"Argentina",0,0,108.79,0.82,NA,NA,54.05,0.1,0.02,NA,16.43,3.72,20.66,2,18.59,19.93,1.93,17.94,7.76,1.75,20.16,425.08,25.88,525.61,685,NA,45.07,0.64,1.68,NA,0,0,NA,0,0
1992,"Argentina",0,0,115.79,0.81,NA,NA,56.26,0.1,0.02,NA,20.01,4.53,22.34,2.16,20.11,20.09,1.94,18.08,7.08,1.6,21.29,448.18,29.04,586.87,685,NA,48.36,0.54,2.02,NA,0,0,NA,0,0
1993,"Argentina",0,0,117.5,0.74,NA,NA,62.53,0.11,0.02,NA,23.85,5.4,23.59,2.28,21.23,21.52,2.08,19.37,7.75,1.75,21.09,445.66,31.07,629.87,679,NA,50.23,0.52,2.22,NA,0,0,NA,0,0
1994,"Argentina",0,0,117.65,1.04,NA,NA,65.62,0.12,0.03,NA,28.28,6.4,24.25,2.35,21.82,22.27,2.15,20.04,8.24,1.86,20.29,431.93,34.51,695.49,654,NA,51.44,0.54,2.25,NA,0,0,NA,0,0
1995,"Argentina",0,0,122.88,0.93,NA,NA,67.17,0.12,0.03,NA,28.61,6.47,26.99,2.61,24.29,25.01,2.42,22.51,7.07,1.6,20.25,430.44,37.46,757.92,639,NA,53.57,0.62,2.39,NA,0,0,NA,0,0
1996,"Argentina",0,0,133.55,0.88,NA,NA,69.76,0.37,0.08,NA,26.02,5.89,30.97,2.99,27.87,28.93,2.79,26.04,7.46,1.69,21.05,446.1,40.82,822.8,642,NA,57.46,0.64,2.6,NA,0,0,NA,0.01,0
1997,"Argentina",0,0,128.15,0.82,NA,NA,72.46,0.47,0.11,NA,33.2,7.51,28.54,2.76,25.69,27.38,2.65,24.64,7.96,1.8,21.04,449.03,43.39,877.43,644,NA,56.97,0.68,2.62,NA,0,0,0,0.01,0
1998,"Argentina",0,0,133.95,0.84,NA,NA,74.17,0.49,0.11,NA,32.58,7.37,30.51,2.95,27.46,29.59,2.86,26.63,7.46,1.69,21.55,458.23,44.03,889.95,642,NA,59.03,0.69,2.75,NA,0,0,14,0.03,0.01
1999,"Argentina",0,0,133.44,0.88,NA,NA,80.75,0.57,0.13,NA,26.81,6.07,32.36,3.13,29.12,34.57,3.34,31.11,7.11,1.61,20.06,430.01,41.82,847.44,637,NA,57.87,0.73,3.07,NA,0,0,15,0.03,0.01
2000,"Argentina",0.09,4.39,135.54,0.78,NA,NA,88.98,0.72,0.16,NA,34.1,7.72,33.21,3.2,29.89,37.41,3.61,33.67,6.18,1.4,20.29,430.69,40.74,831.08,620,NA,60.24,0.78,2.97,NA,0,0,16,0.03,0.01
2001,"Argentina",0.18,8.76,128.09,0.64,NA,NA,90.14,0.65,0.15,NA,41.93,9.49,31.09,3.01,27.98,37.14,3.59,33.43,7.06,1.6,19.5,425.27,43.68,910.43,613,NA,59.36,0.76,2.88,NA,0,0,27,0.05,0.01
2002,"Argentina",0.18,8.76,121.4,0.54,NA,NA,84.49,0.92,0.21,NA,41.51,9.39,30.27,2.93,27.24,36.11,3.49,32.5,5.82,1.32,18.01,393.71,43.1,898.96,613,NA,56.73,0.66,2.82,NA,0,0,28,0.07,0.02
2003,"Argentina",0.18,8.76,132.56,0.65,NA,NA,92.06,1.05,0.24,NA,39.11,8.85,34.58,3.35,31.12,41.04,3.97,36.94,7.57,1.71,18.53,405.02,42.77,900.15,614,NA,61.13,0.61,2.67,NA,0,0,30,0.08,0.02
2004,"Argentina",0.18,8.78,142.76,0.75,NA,NA,100.25,1.26,0.29,NA,35.49,8.03,37.91,3.66,34.12,44.88,4.33,40.39,7.88,1.78,19.43,425,40.95,868.06,617,NA,64.42,0.54,2.48,NA,0,0,30,0.07,0.02
2005,"Argentina",0.18,8.76,152.65,0.95,NA,NA,105.75,1.37,0.31,NA,39.61,8.96,40.4,3.91,36.36,45.63,4.41,41.07,6.87,1.55,20.69,449.04,39.4,838.7,621,NA,68.84,0.44,2.18,NA,0,0,31,0.08,0.02
2006,"Argentina",0.58,29.12,155.86,0.26,NA,NA,97.75,2.95,0.67,NA,43.42,9.83,41.8,4.04,37.62,46.1,4.46,41.49,7.53,1.7,21.66,470.8,39.13,837.62,617,NA,71.75,0.45,2.59,NA,0,0,31,0.07,0.02
2007,"Argentina",5.47,272.41,168.06,0.38,NA,NA,103.96,2.91,0.66,NA,37.67,8.52,43.92,4.25,39.53,44.83,4.34,40.35,7.07,1.6,24.02,522.76,37.98,813.24,628,NA,74.72,0.44,2.62,NA,0,0,31,0.06,0.01
2008,"Argentina",12.66,632.02,174.27,1.14,NA,NA,121.93,2.93,0.66,NA,37.25,8.43,44.41,4.29,39.97,44.06,4.25,39.65,7.19,1.63,24.73,535.4,36.54,771.6,628,NA,76.56,0.4,2.52,NA,0,0,33,0.04,0.01
2009,"Argentina",21.05,1048.48,169.78,1.16,NA,NA,122.35,2.93,0.66,NA,40.73,9.22,43.21,4.18,38.89,41.43,4.01,37.28,7.99,1.81,24.07,525.38,34.9,743.01,630,NA,75.8,0.38,2.51,NA,0,0,33,0.04,0.01
2010,"Argentina",33.26,1656.2,177.92,0.98,NA,NA,125.59,2.32,0.52,NA,40.63,9.19,43.29,4.19,38.96,40.1,3.88,36.09,7.04,1.59,26.9,571.34,34.01,722.13,633,NA,78.15,0.36,2.52,NA,0,0,33,0.03,0.01
2011,"Argentina",44.54,2218.01,182.85,0.94,NA,NA,129.89,2.32,0.52,NA,39.65,8.97,45.68,4.42,41.12,38.78,3.75,34.91,5.89,1.33,26.91,585.47,32.17,686.67,640,NA,79.79,0.33,2.53,NA,0,0,112,0.01,0
2012,"Argentina",45.72,2283.18,190.2,0.71,NA,NA,134.58,2.42,0.55,NA,36.98,8.37,47.32,4.57,42.59,37.73,3.64,33.96,6.22,1.41,28.46,613.37,31.08,665.11,645,NA,82.17,0.32,2.35,NA,0.01,0,166,0.35,0.08
2013,"Argentina",37.83,1883.7,194.53,0.71,NA,NA,138.8,2.41,0.55,NA,40.69,9.21,48.01,4.65,43.21,35.53,3.44,31.98,6.03,1.37,29.4,636.37,30.53,656.14,663,NA,84.54,0.32,2.35,NA,0.02,0,242,0.45,0.1
1965,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,627.06,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,649.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,685.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704.48,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,715.73,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,738,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,743.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,786.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,786.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,806.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,871.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,866.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,879.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,851.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,847.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,854.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,823.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,820.21,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,757.32,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,748.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,766.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,761.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756.23,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,788.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,779.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Australasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,734.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,"Australia",NA,NA,115.01,16.01,NA,NA,NA,0.3,0.07,NA,7.69,1.74,0,0,0,NA,NA,NA,0,0,16.82,346.33,0.35,7,462,NA,34.63,NA,NA,NA,0,0,NA,0,0
1966,"Australia",NA,NA,121,16.6,NA,NA,NA,0.28,0.06,NA,7.35,1.66,0,0,0,NA,NA,NA,0,0,18,369.99,0.45,9,455,NA,36.33,NA,NA,NA,0,0,NA,0,0
1967,"Australia",NA,NA,128.23,17.09,NA,NA,NA,0.29,0.07,NA,7.61,1.72,0,0,0,NA,NA,NA,0,0,19.73,404.17,1.04,21,496,NA,38.61,NA,NA,NA,0,0,NA,0,0
1968,"Australia",NA,NA,135.45,17.53,NA,NA,NA,0.28,0.06,NA,7.95,1.8,0.03,0,0.03,NA,NA,NA,0,0,21.49,438.88,1.93,39,543,NA,40.91,NA,NA,NA,0,0,NA,0,0
1969,"Australia",NA,NA,139.84,17.99,NA,NA,NA,0.28,0.06,NA,8.68,1.97,0.42,0.04,0.38,NA,NA,NA,0,0,22.06,454.04,2.23,45,554,NA,42.45,NA,NA,NA,0,0,NA,0,0
1970,"Australia",NA,NA,150.04,18.04,NA,NA,NA,0.26,0.06,NA,10.17,2.3,1.74,0.17,1.57,1.74,0.17,1.57,0,0,24.41,499.99,8.7,176,603,NA,46.38,NA,NA,NA,0,0,NA,0,0
1971,"Australia",NA,NA,155.42,17.95,NA,NA,NA,0.26,0.06,NA,11.51,2.6,2.6,0.25,2.34,2.6,0.25,2.34,0,0,25.69,526.51,15.26,315,624,NA,48.64,NA,NA,NA,0,0,NA,0,0
1972,"Australia",NA,NA,162.11,18.69,NA,NA,NA,0.28,0.06,NA,11.55,2.61,3.73,0.36,3.36,3.73,0.36,3.36,0,0,26.13,535.74,16.28,337,640,NA,50.86,NA,NA,NA,0,0,NA,0,0
1973,"Australia",NA,NA,173.13,19.6,NA,NA,NA,0.34,0.08,NA,12.29,2.78,4.73,0.46,4.26,4.73,0.46,4.26,0,0,27.86,573.76,20.39,424,686,NA,54.58,NA,NA,NA,0,0,NA,0,0
1974,"Australia",NA,NA,183.98,20.7,NA,NA,NA,0.43,0.1,NA,13.87,3.14,5.4,0.52,4.86,5.4,0.52,4.86,0,0,29.52,607.89,20.18,420,689,NA,58.31,NA,NA,NA,0,0,NA,0,0
1975,"Australia",NA,NA,187.21,21.6,NA,NA,NA,0.49,0.11,NA,14.89,3.37,5.8,0.56,5.22,5.8,0.56,5.22,0,0,29.14,604.22,21.62,451,702,NA,59.43,NA,NA,NA,0,0,NA,0,0
1976,"Australia",NA,NA,194.83,22.46,NA,NA,NA,0.48,0.11,NA,14.15,3.2,6.85,0.66,6.16,6.85,0.66,6.16,0,0,29.78,616.98,22.14,461,691,NA,61.72,NA,NA,NA,0,0,NA,0,0
1977,"Australia",NA,NA,205.08,23.44,NA,NA,NA,0.43,0.1,NA,13.54,3.06,7.82,0.76,7.04,7.82,0.76,7.04,0,0,31.19,647.63,23.42,490,715,NA,64.83,NA,NA,NA,0,0,NA,0,0
1978,"Australia",NA,NA,207.91,23.97,NA,NA,NA,0.4,0.09,NA,14.68,3.32,8.42,0.81,7.58,8.42,0.81,7.58,0,0,31.01,649.95,23.19,490,715,NA,65.97,NA,NA,NA,0,0,NA,0,0
1979,"Australia",NA,NA,216.31,25.01,NA,NA,NA,0.42,0.09,NA,14.25,3.22,9.69,0.94,8.72,9.69,0.94,8.72,0,0,31.53,662.14,23.28,491,730,NA,68.58,NA,NA,NA,0,0,NA,0,0
1980,"Australia",NA,NA,219.55,26.09,NA,NA,NA,0.38,0.09,NA,13.47,3.05,11.13,1.07,10.02,11.13,1.07,10.02,0,0,30.2,634.34,21.84,460,723,NA,69.44,0.18,2.12,NA,0,0,NA,0,0
1981,"Australia",NA,NA,223.26,26.83,126.94,65.08,NA,0.4,0.09,NA,13.87,3.14,12.06,1.17,10.85,12.06,1.17,10.86,0,0,29.82,628.61,21.27,449,725,NA,70.73,0.46,2.62,NA,0,0,NA,0,0
1982,"Australia",NA,NA,220.83,26.77,130.14,66.52,NA,0.52,0.12,NA,12.77,2.89,11.76,1.14,10.59,11.76,1.14,10.59,0,0,29.31,621.27,20.97,443,725,NA,69.67,0.64,2.93,NA,0,0,NA,0,0
1983,"Australia",NA,NA,217.94,26.5,133.68,69.53,NA,0.43,0.1,NA,12.12,2.74,12.78,1.24,11.5,12.78,1.24,11.5,0,0,28.02,596.43,20.42,431,725,NA,68.86,0.63,2.49,NA,0,0,NA,0,0
1984,"Australia",NA,NA,227.92,28.14,140.02,73.02,NA,0.44,0.1,NA,13.13,2.97,12.6,1.22,11.34,12.6,1.22,11.34,0,0,29.28,618.58,26.68,568,723,NA,71.82,0.69,2.56,NA,0,0,NA,0,0
1985,"Australia",NA,NA,231.13,29.57,166.61,88.27,123.67,0.46,0.1,NA,13.94,3.15,13.47,1.3,12.12,13.47,1.3,12.12,0,0,27.87,599.96,30.85,660,670,NA,72.82,0.71,2.46,NA,0,0,NA,0,0
1986,"Australia",NA,NA,241.99,30.84,178.03,93.36,129.53,0.46,0.1,NA,14.03,3.17,14.71,1.42,13.24,14.71,1.42,13.24,0,0,28.91,619.58,27.58,593,659,NA,76.28,0.9,2.87,NA,0,0,NA,0,0
1987,"Australia",NA,NA,250.15,32.36,187.6,97.65,135.81,0.47,0.11,NA,13.61,3.08,15.02,1.45,13.52,15.02,1.45,13.52,0,0,29.39,630.89,29.28,628,647,NA,78.46,1.07,2.91,NA,0,0,NA,0,0
1988,"Australia",NA,NA,262.27,34.34,186.87,95.89,143.37,0.73,0.17,NA,14.33,3.24,15.38,1.48,13.85,15.38,1.48,13.85,0,0,30.55,655.8,27.78,597,660,NA,82.14,1.03,3.19,NA,0,0,NA,0,0
1989,"Australia",NA,NA,274.58,35.91,201.69,104.53,151.43,0.81,0.18,NA,14.25,3.23,16.79,1.62,15.11,17.81,1.72,16.02,0,0,31.57,682.51,26.2,567,662,NA,85.99,0.95,3.1,NA,0,0,NA,0,0
1990,"Australia",0,0,279.4,36.48,210.41,109.01,155.96,0.76,0.17,0.15,14.76,3.34,16.9,1.63,15.21,20.73,2.01,18.65,0,0,32.32,701.93,30.36,651,662,NA,87.52,0.93,3.16,NA,0,0,NA,0,0
